customer_id,name,email,signup_date,city,country,age,gender,age_was_missing,city_was_missing,gender_was_missing
582,Philip Hall,mike03@example.net,2019-06-10,Manchester,UK,28.0,M,False,False,False
583,Heather Harrison,ckeith@example.net,2020-10-16,Vancouver,Canada,21.0,F,False,False,False
584,Michael Boyd,mary49@example.net,2021-11-30,Vancouver,Canada,74.0,M,False,False,False
585,Jamie Gray,blacknicholas@example.org,2023-05-20,Munich,Germany,23.0,M,False,False,False
586,Heather Parrish,msparks@example.org,2024-05-29,Singapore,Singapore,75.0,M,False,False,False
587,Brenda Martin,robertsonjuan@example.org,2022-01-01,Mumbai,India,72.0,M,False,False,False
588,Jack Love,guerrerorobert@example.com,2021-08-26,Paris,France,27.0,M,False,False,False
589,Karen Mendoza,brittanyholland@example.com,2021-04-02,Melbourne,Australia,41.0,F,False,False,False
590,Andrew Berry,dennishunt@example.net,2021-08-31,Melbourne,Australia,73.0,M,False,False,False
591,Christopher Nielsen,kgreene@example.net,2020-07-28,Vancouver,Canada,70.0,M,False,False,False
592,Nathan Stanley,stacey37@example.net,2020-09-07,Chicago,USA,65.0,F,False,False,False
593,Sharon Jackson DVM,laurahoover@example.org,2019-07-02,Sydney,Australia,44.0,M,False,False,False
594,Kayla Jackson,sandra99@example.org,2021-11-23,Singapore,Singapore,46.0,F,True,False,False
595,James Rodriguez,alexandrablankenship@example.net,2021-11-03,Melbourne,Australia,24.0,M,False,False,False
596,Chase Davis,mvalenzuela@example.org,2020-01-30,Chicago,USA,46.0,F,True,False,False
597,Kim Goodwin,olsondavid@example.net,2022-12-14,London,UK,33.0,F,False,False,False
598,April Pace,xboyd@example.org,2019-09-11,Bangkok,Thailand,31.0,F,False,False,False
599,Jessica Mays,yclarke@example.com,2021-08-29,Mumbai,India,51.0,M,False,False,False
600,Natalie Juarez,colemanjonathan@example.org,2023-08-29,Melbourne,Australia,46.0,M,True,False,False
601,Angela George,ascott@example.net,2024-05-30,Singapore,Singapore,70.0,F,False,False,False
602,Adrienne Mills,brooksjamie@example.com,2021-04-18,Sydney,Australia,17.0,M,False,False,False
603,Brian Simmons,jose86@example.net,2024-02-10,Berlin,Germany,57.0,F,False,False,False
604,Donald Becker,robertbowers@example.com,2023-07-07,Paris,France,61.0,F,False,False,False
605,Justin Webb,becky62@example.net,2023-10-11,Manchester,UK,45.0,M,False,False,False
606,David Logan,craigromero@example.com,2022-07-01,Mumbai,India,53.0,M,False,False,False
607,Lisa Cohen,martintamara@example.org,2023-09-16,Mumbai,India,51.0,F,False,False,False
608,Samantha Ruiz,qdavis@example.org,2021-09-13,Los Angeles,USA,37.0,M,False,False,False
609,Lee Ramsey,hmendez@example.com,2022-09-05,Vancouver,Canada,35.0,F,False,False,False
610,Linda Bautista,daniellegonzales@example.org,2023-07-08,New York,USA,41.0,M,False,False,False
611,Tara Holmes,arthurgreene@example.net,2021-10-15,Sydney,Australia,32.0,M,False,False,False
612,Lisa Craig,john02@example.org,2022-12-21,Paris,France,68.0,F,False,False,False
613,Penny Gomez MD,aprilmclaughlin@example.org,2022-07-31,Munich,Germany,74.0,F,False,False,False
614,Krista Barber,michael43@example.net,2023-09-18,Chicago,USA,72.0,M,False,False,False
615,Jordan Powell,greenrichard@example.org,2020-06-13,Melbourne,Australia,64.0,M,False,False,False
616,Kathy Morgan,prattsue@example.net,2019-07-02,Sydney,Australia,38.0,F,False,False,False
617,Laura Benson,xhart@example.org,2020-11-09,Bangkok,Thailand,32.0,F,False,False,False
618,Tonya Ellis,bmosley@example.com,2023-11-10,New York,USA,53.0,M,False,False,False
619,Austin Schultz,ericahall@example.com,2021-10-21,Toronto,Canada,71.0,F,False,False,False
620,Harry Nichols,john16@example.net,2023-10-16,Mumbai,India,24.0,Unknown,False,False,True
621,Gloria Spencer,thomasgomez@example.net,2024-01-31,Bangkok,Thailand,25.0,M,False,False,False
622,Travis Vega,victorgonzalez@example.net,2020-11-12,Berlin,Germany,27.0,F,False,False,False
623,Derek Perez,marykelly@example.org,2023-04-08,Toronto,Canada,52.0,M,False,False,False
624,Blake Sosa,waustin@example.net,2019-09-23,Los Angeles,USA,43.0,Unknown,False,False,True
625,Sarah Watson,travis94@example.com,2019-01-10,Manchester,UK,50.0,F,False,False,False
626,Phillip Dixon,kwalker@example.org,2023-03-31,Unknown,UK,46.0,M,True,True,False
627,Robert Mendoza,shawphillip@example.net,2022-11-21,Toronto,Canada,35.0,M,False,False,False
628,Joyce Martinez,astewart@example.org,2019-05-14,Chicago,USA,35.0,M,False,False,False
629,Jamie Garcia,chloe42@example.net,2020-11-22,Munich,Germany,72.0,Unknown,False,False,True
630,Derrick Mullen,michael76@example.org,2021-01-05,Berlin,Germany,26.0,F,False,False,False
631,Paul Diaz,lramirez@example.net,2020-04-04,Toronto,Canada,29.0,F,False,False,False
632,Kenneth Perez,lelinda@example.net,2022-12-27,London,UK,46.0,F,True,False,False
633,James Thomas,thomassmith@example.com,2022-06-30,Munich,Germany,54.0,M,False,False,False
634,Dr. Samuel Holmes DDS,jevans@example.net,2019-04-09,New York,USA,42.0,F,False,False,False
635,Brett Martin,lisawoods@example.net,2019-11-10,Unknown,Australia,60.0,F,False,True,False
636,Patrick Green,ann45@example.org,2022-09-18,Los Angeles,USA,33.0,F,False,False,False
637,Gregory Frazier,barbarasantos@example.net,2019-08-03,Bangkok,Thailand,62.0,M,False,False,False
638,Richard Kelly,champton@example.org,2020-02-11,Berlin,Germany,28.0,Unknown,False,False,True
639,Dustin Welch,mirandadavidson@example.com,2022-12-11,London,UK,34.0,M,False,False,False
640,Logan Sullivan,millermatthew@example.com,2024-03-26,Unknown,Australia,37.0,F,False,True,False
641,Eddie Adams,cnelson@example.com,2023-09-07,Los Angeles,USA,58.0,M,False,False,False
642,Kelly Cole,ivanjohnson@example.net,2023-01-21,Los Angeles,USA,73.0,Unknown,False,False,True
643,David Manning,clarkrandy@example.org,2020-06-24,Vancouver,Canada,19.0,F,False,False,False
644,Shawn Kelley,wisealexandria@example.org,2021-01-07,Vancouver,Canada,43.0,M,False,False,False
645,Luke Miller,pparker@example.net,2019-01-20,New York,USA,58.0,M,False,False,False
646,Mark Anderson,anthonyalvarado@example.com,2020-07-03,Paris,France,39.0,F,False,False,False
647,Julie Pitts,amy28@example.org,2020-07-10,Berlin,Germany,60.0,M,False,False,False
648,Joyce Curry,omills@example.net,2019-12-08,Singapore,Singapore,24.0,Other,False,False,False
649,Gregory Fernandez,ramosmichael@example.com,2019-08-01,Chicago,USA,74.0,M,False,False,False
650,Adam Mills,mauriceharrison@example.org,2022-06-05,Unknown,USA,65.0,M,False,True,False
651,Katherine Campos,albert64@example.net,2023-01-29,Mumbai,India,46.0,F,False,False,False
652,Adam Brooks,bkhan@example.com,2019-05-10,New York,USA,57.0,M,False,False,False
653,Miguel Brewer,fwalker@example.com,2023-03-03,Singapore,Singapore,62.0,M,False,False,False
654,Kellie Marsh,justin84@example.com,2021-11-29,London,UK,60.0,M,False,False,False
655,Barry Taylor,walshchristine@example.com,2021-09-13,Toronto,Canada,58.0,M,False,False,False
656,Katherine Flores,brandonnichols@example.org,2024-01-01,Munich,Germany,46.0,M,True,False,False
657,Diane Martinez,oacosta@example.org,2023-10-11,Berlin,Germany,71.0,F,False,False,False
658,Johnny Peterson,kristi75@example.com,2024-06-09,London,UK,19.0,F,False,False,False
659,Amanda Miller,brianrowe@example.org,2020-04-26,Mumbai,India,45.0,F,False,False,False
660,Catherine Huang,lisa01@example.net,2021-07-04,Berlin,Germany,23.0,F,False,False,False
661,Ray Ramos,gonzalezjill@example.org,2021-04-24,Manchester,UK,51.0,M,False,False,False
662,Vickie Kennedy,sharon20@example.net,2022-07-29,Paris,France,72.0,M,False,False,False
663,Kelly King,james03@example.org,2021-01-14,London,UK,68.0,M,False,False,False
664,Jeffrey Smith,brenda63@example.org,2022-05-13,Paris,France,61.0,F,False,False,False
665,Lauren Vazquez,nathandavis@example.org,2022-09-11,Singapore,Singapore,16.0,Unknown,False,False,True
666,Mr. George Booker DDS,browndeanna@example.net,2022-01-26,Vancouver,Canada,39.0,F,False,False,False
667,Ashley Freeman,tina57@example.net,2023-08-11,Chicago,USA,22.0,F,False,False,False
668,Michael Howard,johnwilliams@example.net,2021-03-15,Mumbai,India,45.0,F,False,False,False
669,Edward Terry,ashleystephens@example.com,2021-04-28,Singapore,Singapore,75.0,F,False,False,False
670,Denise Guerra,caseymoore@example.com,2021-07-11,Bangkok,Thailand,58.0,Unknown,False,False,True
671,Kimberly Gibson,bgross@example.net,2021-12-22,New York,USA,51.0,M,False,False,False
672,Patty Allen,barrettamber@example.com,2023-05-19,Munich,Germany,60.0,F,False,False,False
673,Michael Cannon,chloemorris@example.net,2022-09-08,Manchester,UK,54.0,F,False,False,False
674,Brent Hopkins,conleydavid@example.org,2024-02-19,Paris,France,33.0,F,False,False,False
675,John Garcia,hbarrett@example.net,2019-10-01,Singapore,Singapore,42.0,M,False,False,False
676,Dawn Diaz,smithsamantha@example.net,2022-12-07,Mumbai,India,71.0,M,False,False,False
677,Steve Miller PhD,wardjulia@example.com,2020-02-16,Toronto,Canada,55.0,Other,False,False,False
678,Rebecca Brown,allison14@example.org,2022-12-25,Chicago,USA,27.0,F,False,False,False
679,Toni Davis,amandalopez@example.net,2023-04-08,Los Angeles,USA,51.0,M,False,False,False
680,Laura Meza,xreese@example.net,2022-10-12,Manchester,UK,34.0,F,False,False,False
681,Megan Park,kandrade@example.org,2019-02-21,Los Angeles,USA,46.0,F,True,False,False
682,Kathy Sandoval,umahoney@example.net,2019-11-26,Singapore,Singapore,59.0,M,False,False,False
683,Erika Watson PhD,umckenzie@example.net,2020-02-22,Vancouver,Canada,18.0,M,False,False,False
684,Joshua Brooks,michael77@example.com,2023-02-23,Sydney,Australia,71.0,F,False,False,False
685,Andrew Mitchell,holmesvictoria@example.com,2023-05-26,Munich,Germany,60.0,F,False,False,False
686,William Lewis,andrew48@example.net,2024-06-21,Singapore,Singapore,46.0,F,True,False,False
687,Tammy Moore,stevenseric@example.com,2023-05-19,Mumbai,India,69.0,M,False,False,False
688,Kevin Hall,christopher69@example.org,2023-03-27,London,UK,50.0,M,False,False,False
689,Misty Mcguire,tracynolan@example.net,2020-08-25,Toronto,Canada,27.0,Unknown,False,False,True
690,Susan Larson,benjamin96@example.org,2021-11-18,Melbourne,Australia,46.0,F,True,False,False
691,Tammy Cook,hbutler@example.org,2022-04-11,Chicago,USA,16.0,F,False,False,False
692,Sarah Mcfarland,hbrown@example.org,2024-03-16,Chicago,USA,46.0,M,True,False,False
693,Karl Murphy,ericnunez@example.com,2020-09-08,Sydney,Australia,66.0,M,False,False,False
694,Nicole Johnston,walkerkeith@example.com,2021-12-12,London,UK,27.0,F,False,False,False
695,George Alvarez,kelleyjose@example.com,2022-01-04,Munich,Germany,21.0,M,False,False,False
696,Patricia Anderson,timothygonzalez@example.com,2021-01-08,London,UK,29.0,M,False,False,False
697,Christina Gilbert,johnadams@example.com,2023-08-14,Munich,Germany,16.0,F,False,False,False
698,Thomas Davis,whenderson@example.org,2022-06-10,Sydney,Australia,31.0,F,False,False,False
699,Kirk Johnson,gary59@example.com,2023-06-19,Bangkok,Thailand,40.0,F,False,False,False
700,Jessica Glass,jamesbrooks@example.net,2023-08-11,Munich,Germany,48.0,F,False,False,False
701,Ashley Brown,mistywilkins@example.org,2022-08-27,Bangkok,Thailand,36.0,F,False,False,False
702,Robert Torres,njohnson@example.net,2022-01-06,Singapore,Singapore,16.0,M,False,False,False
703,Christina Mills,ana92@example.net,2023-11-07,Toronto,Canada,69.0,M,False,False,False
704,Alicia Aguilar,scottbrian@example.org,2023-05-07,Melbourne,Australia,57.0,M,False,False,False
705,Lisa Brown,jonesdonna@example.net,2021-07-29,New York,USA,18.0,M,False,False,False
706,Mary Lin,carternicole@example.com,2019-05-25,Munich,Germany,68.0,F,False,False,False
707,James Bray,mckeetodd@example.net,2021-04-08,Sydney,Australia,46.0,M,True,False,False
708,Charlotte Mason,tcastro@example.org,2023-01-15,Sydney,Australia,20.0,M,False,False,False
709,Thomas Torres,klong@example.org,2021-01-02,Los Angeles,USA,22.0,M,False,False,False
710,Harold Garrett,wendyirwin@example.com,2023-04-17,Vancouver,Canada,40.0,M,False,False,False
711,Lori Johns,raymondstacy@example.org,2020-03-26,Munich,Germany,63.0,M,False,False,False
712,Steven Sandoval,blairabigail@example.net,2019-10-23,Sydney,Australia,59.0,M,False,False,False
713,Lori Perez,ashleysimmons@example.com,2021-02-03,Sydney,Australia,51.0,F,False,False,False
714,Erin Daniels,denisecarpenter@example.net,2022-05-06,Paris,France,50.0,F,False,False,False
715,Shari Parker,russellstout@example.org,2024-01-25,Melbourne,Australia,29.0,M,False,False,False
716,Krystal Moore,grantstacy@example.org,2020-01-12,Chicago,USA,55.0,F,False,False,False
717,Ryan Thomas,cannonnicole@example.com,2022-03-07,Singapore,Singapore,70.0,M,False,False,False
718,Elizabeth Reese,edwin31@example.org,2022-01-30,Sydney,Australia,34.0,F,False,False,False
719,Phillip Salazar,catherine93@example.net,2021-09-24,Paris,France,38.0,F,False,False,False
720,Michael Howard,manderson@example.com,2019-05-23,Paris,France,36.0,M,False,False,False
721,Jacqueline Christian,kwells@example.org,2022-04-11,Melbourne,Australia,52.0,Unknown,False,False,True
722,Jason Novak,stephanie33@example.org,2019-01-10,Chicago,USA,31.0,M,False,False,False
723,Timothy Duke,dwatts@example.org,2023-09-17,Vancouver,Canada,24.0,M,False,False,False
724,Ricardo Franklin,zcortez@example.net,2021-01-04,Berlin,Germany,47.0,M,False,False,False
725,Laura Herrera,meyershannon@example.org,2020-07-28,Mumbai,India,73.0,M,False,False,False
726,Danielle Medina,grantzachary@example.net,2023-01-29,Los Angeles,USA,46.0,F,True,False,False
727,Cheryl Gonzales,kim47@example.org,2022-03-31,Paris,France,65.0,M,False,False,False
728,Louis Brown,stevenlucas@example.org,2024-01-05,Munich,Germany,46.0,F,False,False,False
729,Ashley Osborne,phillipmorris@example.org,2023-05-01,Bangkok,Thailand,62.0,M,False,False,False
730,Kevin Marquez,nicoledavis@example.com,2021-03-23,Los Angeles,USA,46.0,Unknown,True,False,True
731,Susan Hogan,davisjasmin@example.net,2022-11-02,Paris,France,64.0,F,False,False,False
732,Joseph Cruz,nicholasjames@example.org,2022-09-12,Paris,France,63.0,F,False,False,False
733,Krystal Keller,fernandothomas@example.net,2021-09-25,Singapore,Singapore,20.0,M,False,False,False
734,Eric Cross,lroberts@example.org,2024-02-03,Munich,Germany,40.0,F,False,False,False
735,Toni Smith,alexander77@example.net,2020-10-25,Sydney,Australia,61.0,F,False,False,False
736,Lisa Snyder,briannaalvarez@example.com,2020-06-23,Melbourne,Australia,50.0,F,False,False,False
737,Kyle Smith,christine83@example.org,2022-08-31,Paris,France,49.0,F,False,False,False
738,Anthony Bailey,melissaestrada@example.net,2020-12-23,Manchester,UK,47.0,F,False,False,False
739,Thomas Williams,kchaney@example.net,2019-10-12,Bangkok,Thailand,26.0,F,False,False,False
740,Matthew Graves,tammycurry@example.com,2020-01-18,Chicago,USA,39.0,M,False,False,False
741,Anna Evans,priscilla16@example.net,2023-07-20,Manchester,UK,62.0,M,False,False,False
742,John Martinez,mark68@example.org,2019-11-27,Paris,France,69.0,F,False,False,False
743,Lisa Rodriguez,webbhaley@example.net,2019-11-26,Paris,France,56.0,F,False,False,False
744,Lee Stewart,sara99@example.com,2020-06-12,Chicago,USA,49.0,M,False,False,False
745,Lynn Vasquez,nicolehall@example.com,2023-12-05,New York,USA,21.0,M,False,False,False
746,April Johnson,mclaughlinjared@example.net,2019-12-16,Berlin,Germany,69.0,M,False,False,False
747,Mrs. Felicia Castro DDS,davidsonhannah@example.com,2020-01-08,Singapore,Singapore,58.0,M,False,False,False
748,Elizabeth Hunter,katie15@example.com,2021-07-17,Bangkok,Thailand,53.0,F,False,False,False
749,Keith Choi,jamesbass@example.net,2020-02-19,New York,USA,71.0,M,False,False,False
750,John Johnson,timothyburton@example.net,2019-07-17,Paris,France,46.0,M,False,False,False
751,Julia Olsen,conleykevin@example.net,2021-10-27,Munich,Germany,21.0,M,False,False,False
752,Kristen Smith,lauren51@example.org,2019-01-03,Mumbai,India,43.0,F,False,False,False
753,Andre Terrell,ashleyprice@example.net,2021-05-28,Munich,Germany,67.0,F,False,False,False
754,Richard Parker,jennifer46@example.org,2023-02-27,Singapore,Singapore,22.0,M,False,False,False
755,David Hayes DVM,aliciathompson@example.com,2023-10-26,Bangkok,Thailand,34.0,F,False,False,False
756,Paula Gentry,zhunter@example.com,2022-12-23,New York,USA,52.0,F,False,False,False
757,Brittany Peterson,hoconnor@example.com,2022-11-09,Toronto,Canada,42.0,M,False,False,False
758,Briana Wiggins,jamiejohnson@example.com,2020-06-19,Vancouver,Canada,43.0,Unknown,False,False,True
759,Kelly Smith,mcdanielbrooke@example.org,2023-03-27,Manchester,UK,42.0,F,False,False,False
760,Stephen Garcia,andrew43@example.com,2022-02-10,Munich,Germany,32.0,M,False,False,False
761,Dustin Patel,rlambert@example.org,2023-02-15,Manchester,UK,70.0,F,False,False,False
762,Brian Mullen,clarkmichael@example.com,2022-12-03,Singapore,Singapore,22.0,F,False,False,False
763,Tony Brock,georgecollins@example.com,2022-06-11,Munich,Germany,26.0,M,False,False,False
764,Amber Johnson,rodriguezbrian@example.com,2019-10-25,Mumbai,India,75.0,F,False,False,False
765,Michael Vance,tjensen@example.com,2019-06-13,London,UK,18.0,F,False,False,False
766,Michelle Lambert,beltrankatelyn@example.com,2021-12-03,Sydney,Australia,61.0,M,False,False,False
767,Anna Lang,tdavis@example.net,2022-08-04,Chicago,USA,46.0,Other,True,False,False
768,Pamela Ruiz,douglashuang@example.com,2020-08-08,Munich,Germany,18.0,M,False,False,False
769,Jenna Lyons,kristina57@example.com,2019-12-14,Unknown,France,39.0,F,False,True,False
770,John Bell,ssingleton@example.com,2023-05-16,Vancouver,Canada,38.0,F,False,False,False
771,Bethany Garcia,nguyendebra@example.com,2023-02-18,New York,USA,74.0,M,False,False,False
772,Jennifer Gutierrez,amydickson@example.com,2022-04-08,Bangkok,Thailand,38.0,M,False,False,False
773,Daniel Benson,bmueller@example.net,2021-07-20,Toronto,Canada,46.0,M,True,False,False
774,Kimberly Young,stevensonjennifer@example.com,2019-05-29,Munich,Germany,34.0,M,False,False,False
775,Kyle Nguyen,shortgregory@example.com,2023-11-30,Vancouver,Canada,68.0,F,False,False,False
776,Brian Cervantes,pmurphy@example.net,2022-02-27,Manchester,UK,65.0,M,False,False,False
777,Daniel Taylor,shermandonna@example.com,2021-08-01,Sydney,Australia,46.0,F,True,False,False
778,Jean Lane,jamierich@example.com,2023-06-04,Sydney,Australia,59.0,F,False,False,False
779,Susan Torres,wrobbins@example.org,2021-11-23,London,UK,16.0,F,False,False,False
780,Lisa Dixon,melissabrown@example.net,2022-10-11,Manchester,UK,20.0,F,False,False,False
781,April Castro,daniel40@example.org,2024-01-06,Toronto,Canada,33.0,Other,False,False,False
782,Kevin Garrett,bsullivan@example.net,2021-10-18,Toronto,Canada,31.0,F,False,False,False
783,Christopher Taylor,xbridges@example.com,2023-09-06,Toronto,Canada,69.0,F,False,False,False
784,Zachary Santiago,alexanderwong@example.org,2019-06-10,Bangkok,Thailand,46.0,Unknown,True,False,True
785,Katelyn Kim,christophermay@example.com,2021-09-14,Mumbai,India,55.0,M,False,False,False
786,Stephanie Dominguez,dhanson@example.net,2023-11-15,Paris,France,47.0,M,False,False,False
787,Robert Cruz,jacobjacobs@example.net,2020-03-30,Manchester,UK,46.0,M,True,False,False
788,Dr. Michael Adams DVM,arthur09@example.com,2019-03-08,Munich,Germany,38.0,F,False,False,False
789,Ashley Olson,thomasjessica@example.com,2022-12-01,Unknown,USA,45.0,M,False,True,False
790,Blake Wu,sanchezcrystal@example.net,2022-04-04,Manchester,UK,36.0,F,False,False,False
791,Angela Schultz,chloe58@example.org,2020-04-30,Vancouver,Canada,46.0,F,False,False,False
792,Jose Harrison,robert44@example.org,2020-03-07,Manchester,UK,60.0,F,False,False,False
793,Thomas Curry,bryan79@example.org,2020-01-04,Berlin,Germany,24.0,M,False,False,False
794,Mary Carter,mitchellchristopher@example.net,2020-07-06,Melbourne,Australia,51.0,F,False,False,False
795,Richard King,joshua40@example.net,2019-11-03,Melbourne,Australia,46.0,F,True,False,False
796,Christopher Vargas,donnawood@example.org,2023-10-06,Bangkok,Thailand,49.0,M,False,False,False
797,Michael Washington,cooperchristopher@example.org,2022-02-25,Vancouver,Canada,19.0,F,False,False,False
798,Samantha Monroe,ptownsend@example.net,2020-06-04,Mumbai,India,69.0,F,False,False,False
799,Mark Clark,brian41@example.org,2021-01-07,London,UK,51.0,F,False,False,False
800,James Turner,noahthornton@example.com,2020-12-20,Los Angeles,USA,28.0,M,False,False,False
801,Joseph Graham,sara76@example.net,2020-08-05,Singapore,Singapore,36.0,M,False,False,False
802,Joseph Blanchard,hardindana@example.com,2019-06-10,Bangkok,Thailand,55.0,F,False,False,False
803,Marissa Nelson,joseph14@example.net,2022-08-04,Chicago,USA,42.0,M,False,False,False
804,Julia Leonard,jessicachapman@example.org,2019-06-12,Los Angeles,USA,37.0,F,False,False,False
805,Megan Kaiser,amy01@example.org,2022-05-24,Vancouver,Canada,41.0,M,False,False,False
806,Joseph Jennings,jeffrey44@example.org,2023-03-12,London,UK,49.0,F,False,False,False
807,Manuel Brown,stephanielittle@example.net,2019-09-14,New York,USA,58.0,M,False,False,False
808,Angelica Jacobs,pdouglas@example.net,2019-12-08,Toronto,Canada,22.0,M,False,False,False
809,Cathy Rodriguez,jonowens@example.org,2019-02-23,New York,USA,49.0,F,False,False,False
810,Tammy Hill,qschwartz@example.com,2019-06-22,Chicago,USA,75.0,F,False,False,False
811,Richard Ramirez,reyesmarvin@example.org,2021-06-26,Vancouver,Canada,24.0,F,False,False,False
812,Robert Thompson,vasquezsarah@example.net,2020-12-31,Sydney,Australia,71.0,M,False,False,False
813,Matthew Rodriguez,probinson@example.org,2022-01-28,Vancouver,Canada,24.0,F,False,False,False
814,Michelle Garcia,jonesjessica@example.com,2021-07-24,Paris,France,63.0,M,False,False,False
815,Jonathan Delgado,fitzpatrickelizabeth@example.com,2021-12-29,Sydney,Australia,74.0,M,False,False,False
816,Gary Myers,robertsonshelby@example.com,2020-09-22,Berlin,Germany,42.0,F,False,False,False
817,Jared Luna,fernandezaaron@example.net,2023-04-02,Mumbai,India,38.0,M,False,False,False
818,Karen Bradley,mathew46@example.org,2024-04-23,Berlin,Germany,46.0,F,True,False,False
819,Tina Davis,christopher74@example.net,2023-06-20,Toronto,Canada,51.0,M,False,False,False
820,Julian Ponce,kentprice@example.org,2020-05-26,Manchester,UK,61.0,F,False,False,False
821,Heather Miller,imoss@example.org,2019-06-12,Vancouver,Canada,56.0,M,False,False,False
822,Nathan Watkins,yprice@example.net,2022-11-22,Singapore,Singapore,34.0,F,False,False,False
823,Kathryn Hanna,blevy@example.org,2023-10-14,Toronto,Canada,27.0,F,False,False,False
824,George Le,zwilson@example.net,2020-07-11,Unknown,Germany,47.0,F,False,True,False
825,Judy Gregory,joycehall@example.org,2019-02-15,Munich,Germany,22.0,F,False,False,False
826,Charles Valdez,nmeadows@example.org,2020-04-21,New York,USA,46.0,F,True,False,False
827,Matthew Smith,conwaylori@example.org,2023-06-26,Singapore,Singapore,39.0,F,False,False,False
828,Christopher Garza,wilsonbrooke@example.net,2023-03-18,Mumbai,India,19.0,M,False,False,False
829,Robert Simmons,rnguyen@example.net,2020-01-29,Unknown,USA,68.0,Unknown,False,True,True
830,Erica Oconnell,kathrynwatkins@example.com,2020-05-24,Melbourne,Australia,65.0,Unknown,False,False,True
831,Donald Todd,heathertran@example.com,2021-08-01,Toronto,Canada,49.0,F,False,False,False
832,Kevin Anderson,bstrickland@example.com,2024-04-01,Vancouver,Canada,26.0,Other,False,False,False
833,Adam Howe,robert72@example.org,2019-09-08,Munich,Germany,46.0,M,False,False,False
834,Devin Cole,sharonbishop@example.org,2022-09-27,Mumbai,India,23.0,F,False,False,False
835,Michelle Salazar,burtonkimberly@example.com,2020-07-19,Singapore,Singapore,23.0,Unknown,False,False,True
836,Justin Lee,montgomerymichelle@example.net,2023-05-24,Paris,France,60.0,F,False,False,False
837,Julie Sims,joshualee@example.org,2021-10-20,Chicago,USA,59.0,Unknown,False,False,True
838,Tracy Wells,ernestlivingston@example.org,2019-05-03,Sydney,Australia,38.0,M,False,False,False
839,Dominique Hamilton,christina70@example.org,2021-09-26,Chicago,USA,36.0,M,False,False,False
840,Tammy Thompson,washingtondarren@example.org,2024-01-01,Singapore,Singapore,62.0,F,False,False,False
841,Leslie Nguyen,julievillanueva@example.org,2020-05-28,Chicago,USA,47.0,M,False,False,False
842,Erika Garcia,ykane@example.org,2020-01-24,Berlin,Germany,27.0,M,False,False,False
843,Kevin Brown,nthomas@example.com,2023-08-30,Mumbai,India,74.0,M,False,False,False
844,James Ellis,crystalcantrell@example.org,2020-08-28,Unknown,Germany,50.0,M,False,True,False
845,Andrew Carroll,derek77@example.com,2023-02-11,Manchester,UK,46.0,M,True,False,False
846,Greg Tanner,kristinelittle@example.net,2020-10-18,Toronto,Canada,58.0,F,False,False,False
847,Laura Tran,christophervincent@example.com,2021-10-15,Sydney,Australia,25.0,M,False,False,False
848,Cindy Wells,uramirez@example.com,2019-07-17,Los Angeles,USA,58.0,F,False,False,False
849,Danielle Murphy,patriciavargas@example.org,2019-03-06,Mumbai,India,22.0,M,False,False,False
850,Stephanie Butler,williamsthomas@example.net,2021-03-06,Mumbai,India,47.0,F,False,False,False
851,Joseph Mendoza,chavezjohn@example.net,2020-03-28,London,UK,61.0,F,False,False,False
852,Melissa Russell,davidphillips@example.net,2024-03-16,Berlin,Germany,45.0,M,False,False,False
853,Mrs. Maureen Martin DDS,braysteven@example.org,2021-05-01,Bangkok,Thailand,66.0,F,False,False,False
854,Jennifer Clarke,courtney01@example.com,2023-02-12,New York,USA,69.0,Unknown,False,False,True
855,Faith Johnson,smullins@example.net,2019-07-27,Los Angeles,USA,50.0,M,False,False,False
856,Rebecca French,olivermatthew@example.org,2022-07-04,Paris,France,51.0,F,False,False,False
857,Susan Cox,rodriguezmichael@example.net,2022-03-26,Sydney,Australia,59.0,M,False,False,False
858,Jacob Wong,castrokim@example.org,2023-06-11,Chicago,USA,51.0,F,False,False,False
859,Mrs. Ashley Mendoza,karenhodges@example.com,2021-06-26,Paris,France,73.0,F,False,False,False
860,Derek Frazier,brian55@example.com,2021-04-24,London,UK,43.0,F,False,False,False
861,Mr. Bryan Mckinney,shannon51@example.org,2020-03-14,Munich,Germany,65.0,F,False,False,False
862,Judith Miller,keithfrye@example.org,2021-07-05,Berlin,Germany,16.0,M,False,False,False
863,Brian Hernandez,nancymeyer@example.net,2019-10-04,Munich,Germany,16.0,M,False,False,False
864,Jason Fleming,thomasfisher@example.net,2023-04-30,New York,USA,74.0,Other,False,False,False
865,Dorothy Brown,marystone@example.com,2019-07-13,Chicago,USA,45.0,F,False,False,False
866,Grant Lucas,todd88@example.com,2020-05-26,Paris,France,32.0,F,False,False,False
867,Keith Villanueva,george43@example.com,2020-03-21,Bangkok,Thailand,62.0,M,False,False,False
868,Dwayne Bruce,michaelbryant@example.org,2022-11-13,Bangkok,Thailand,68.0,F,False,False,False
869,Caitlyn Nichols,teresafranco@example.net,2023-07-14,Melbourne,Australia,40.0,M,False,False,False
870,Rebecca Martin,williamsleslie@example.org,2023-12-07,London,UK,42.0,M,False,False,False
871,Jacob Harris,wadetiffany@example.org,2022-08-29,Melbourne,Australia,46.0,F,True,False,False
872,Joshua Martin,david06@example.com,2021-12-09,Vancouver,Canada,36.0,M,False,False,False
