customer_id,name,city,country,last_order_date,completed_orders,lifetime_revenue,days_since_last_order,customer_status
1743,Matthew Diaz,Mumbai,India,2024-08-25,2,4723.712,128,Inactive
1898,Lisa Thomas,,Canada,2024-01-03,2,4719.8189999999995,363,Inactive
908,Michele Hawkins,Bangkok,Thailand,2023-03-31,3,4703.4685,641,Inactive
581,Travis Hopkins,Singapore,Singapore,2024-05-15,4,4684.5455,230,Inactive
48,Rebecca Valencia,Vancouver,Canada,2023-11-12,3,4677.3465,415,Inactive
17,Patricia Peterson,Paris,France,2023-03-11,2,4663.4304999999995,661,Inactive
2196,John Massey,Mumbai,India,2024-09-10,3,4651.7375,112,Inactive
995,Julie Hartman,London,UK,2023-10-19,4,4651.708,439,Inactive
436,Sara Cochran,Munich,Germany,2024-07-04,2,4645.973,180,Inactive
1696,Steven Hicks,Chicago,USA,2023-05-13,2,4642.021,598,Inactive
2271,Paul Phelps,Chicago,USA,2022-11-01,2,4626.438999999999,791,Inactive
2129,Brett Atkins,,Canada,2024-08-06,2,4600.74,147,Inactive
1907,Helen Strickland,Vancouver,Canada,2024-07-18,3,4591.3035,166,Inactive
1834,Patrick Moses,Sydney,Australia,2024-06-07,3,4589.358,207,Inactive
880,Dustin Bell,London,UK,2024-07-20,5,4585.339,164,Inactive
2332,Audrey Reyes,Vancouver,Canada,2024-10-01,6,4580.618,91,Inactive
275,Taylor Gentry,Toronto,Canada,2024-05-17,2,4577.298000000001,228,Inactive
439,Patricia Mathis,,Australia,2023-12-03,2,4575.6515,394,Inactive
1448,Anthony Brown,Berlin,Germany,2023-01-09,2,4573.6255,722,Inactive
2139,Stacy Orozco,Mumbai,India,2023-06-05,5,4570.855500000001,575,Inactive
898,Brenda Perez,London,UK,2024-06-17,5,4563.1305,197,Inactive
1562,Bonnie Yang,Chicago,USA,2023-12-09,4,4561.772,388,Inactive
1056,Lucas Nguyen,Munich,Germany,2023-05-06,1,4561.5199999999995,605,Inactive
2428,Michael Blair,Sydney,Australia,2024-03-28,3,4545.6285,278,Inactive
813,Matthew Rodriguez,Vancouver,Canada,2024-05-18,2,4541.664,227,Inactive
2078,Zachary Bryant,New York,USA,2024-08-05,4,4525.5325,148,Inactive
725,Laura Herrera,Mumbai,India,2024-04-21,2,4516.3475,254,Inactive
133,James Thomas,Toronto,Canada,2023-08-03,4,4511.196,516,Inactive
2221,Toni Clay,Chicago,USA,2023-12-11,4,4503.356,386,Inactive
1094,Larry Carter,Sydney,Australia,2024-07-13,3,4502.279500000001,171,Inactive
2107,Ryan Pierce,Chicago,USA,2024-05-31,3,4485.491,214,Inactive
1830,Michelle Barrera,Munich,Germany,2024-06-17,3,4485.026,197,Inactive
2345,Jessica Griffith,New York,USA,2024-03-04,3,4478.7055,302,Inactive
1937,Jay Walter,Los Angeles,USA,2024-05-30,3,4472.7325,215,Inactive
2417,Alyssa Anderson,Vancouver,Canada,2024-05-24,3,4449.6375,221,Inactive
1456,John Roberts,Sydney,Australia,2024-09-28,3,4447.3945,94,Inactive
2378,Tanya Shannon,Los Angeles,USA,2024-08-27,4,4444.516,126,Inactive
1732,Tracy Copeland,Vancouver,Canada,2024-01-19,3,4432.842,347,Inactive
2218,Joyce Butler,Paris,France,2024-03-22,3,4405.872,284,Inactive
826,Charles Valdez,New York,USA,2023-05-12,2,4398.129,599,Inactive
345,Sandra Jones,Mumbai,India,2024-03-31,4,4397.9945,275,Inactive
839,Dominique Hamilton,Chicago,USA,2024-03-29,3,4397.6085,277,Inactive
1166,David Mitchell,Chicago,USA,2023-07-10,2,4382.6955,540,Inactive
977,Andrew Green,Melbourne,Australia,2024-08-24,4,4370.198,129,Inactive
1971,Katherine Reeves,Munich,Germany,2024-07-31,6,4348.208,153,Inactive
1052,Timothy White,Los Angeles,USA,2024-01-11,4,4319.6215,355,Inactive
328,Michelle Sanders,Melbourne,Australia,2024-08-25,3,4299.982,128,Inactive
392,Jonathan Wheeler,Manchester,UK,2022-11-03,2,4296.8615,789,Inactive
1290,Anthony Cabrera,Singapore,Singapore,2022-11-21,2,4294.437,771,Inactive
175,Sophia Moore,Singapore,Singapore,2024-03-29,4,4290.55,277,Inactive
1635,Priscilla Joseph,,UK,2024-08-30,2,4265.1055,123,Inactive
1341,Katherine Cox,Munich,Germany,2023-12-10,2,4263.91,387,Inactive
1475,Alison Nicholson,Chicago,USA,2024-09-16,2,4255.5755,106,Inactive
1387,Craig Mathis,Munich,Germany,2024-09-16,4,4236.7535,106,Inactive
729,Ashley Osborne,Bangkok,Thailand,2024-07-07,4,4233.1965,177,Inactive
484,Rebekah Greene,Munich,Germany,2024-03-13,2,4230.148,293,Inactive
2338,Vicki Hernandez,Manchester,UK,2024-03-09,3,4211.893,297,Inactive
811,Richard Ramirez,Vancouver,Canada,2024-07-22,3,4211.845,162,Inactive
1370,Alexander Gibbs,Melbourne,Australia,2023-11-20,4,4208.2925,407,Inactive
461,Lisa Martinez,Singapore,Singapore,2024-04-25,3,4199.034,250,Inactive
1691,Jeremy Alvarez,Melbourne,Australia,2023-12-03,3,4194.968,394,Inactive
2261,Lisa Spencer,Mumbai,India,2024-01-26,5,4187.093,340,Inactive
891,Tina Williams,Chicago,USA,2023-01-15,3,4184.7035000000005,716,Inactive
1118,Patricia Bruce,Toronto,Canada,2024-02-15,2,4181.458,320,Inactive
1006,Monique Duarte,London,UK,2023-12-30,3,4162.975,367,Inactive
1001,Alan Waller,Chicago,USA,2024-03-30,3,4157.2435,276,Inactive
1518,Lisa Hopkins,Sydney,Australia,2023-09-15,3,4147.49,473,Inactive
959,Bradley Moore,Sydney,Australia,2023-10-18,3,4117.3769999999995,440,Inactive
1265,Gregory Smith,London,UK,2023-11-10,4,4111.9155,417,Inactive
786,Stephanie Dominguez,Paris,France,2024-08-30,3,4105.999,123,Inactive
1120,Norma Smith,New York,USA,2023-03-14,3,4100.5895,658,Inactive
2375,Mary Mccoy,Manchester,UK,2024-02-21,4,4091.3804999999998,314,Inactive
913,William Morgan,Bangkok,Thailand,2024-09-27,4,4082.2355,95,Inactive
571,Cynthia Mitchell,New York,USA,2024-04-14,4,4070.532,261,Inactive
1878,Alexandra Smith,New York,USA,2023-07-05,4,4047.351,545,Inactive
1669,Andrea Goodman,New York,USA,2022-12-23,1,4036.9064999999996,739,Inactive
2434,Angela Gonzales,Los Angeles,USA,2024-02-14,2,4025.14,321,Inactive
783,Christopher Taylor,Toronto,Canada,2024-09-08,4,4023.3644999999997,114,Inactive
2308,Brian Brown,Sydney,Australia,2024-06-20,3,4021.66,194,Inactive
2017,Thomas Davis,Vancouver,Canada,2024-09-07,5,4018.952,115,Inactive
2120,Michelle Greer,Manchester,UK,2024-07-18,4,3996.6895,166,Inactive
311,Elizabeth Ward,Melbourne,Australia,2024-07-22,2,3996.165,162,Inactive
2011,Michael Burke,Toronto,Canada,2022-10-30,2,3952.0420000000004,793,Inactive
793,Thomas Curry,Berlin,Germany,2024-04-20,5,3936.1545,255,Inactive
641,Eddie Adams,Los Angeles,USA,2024-09-29,4,3929.2985,93,Inactive
2192,Dana Bennett,Mumbai,India,2024-09-30,2,3926.45,92,Inactive
1488,Anthony Brown,Singapore,Singapore,2024-08-16,4,3925.7965,137,Inactive
838,Tracy Wells,Sydney,Australia,2023-08-07,3,3923.4205,512,Inactive
2406,Jessica Conrad,London,UK,2024-07-25,2,3914.1420000000003,159,Inactive
1009,Todd Reed DDS,Berlin,Germany,2024-07-23,3,3908.5295,161,Inactive
2165,Roger Roberts,Melbourne,Australia,2023-07-14,2,3906.9325,536,Inactive
2357,Joseph Hill,,Thailand,2024-02-18,4,3897.553,317,Inactive
1736,Jacqueline Perry,Manchester,UK,2024-04-12,3,3895.7045,263,Inactive
228,Jessica Martinez,Singapore,Singapore,2024-06-03,4,3886.7495,211,Inactive
100,John Peterson,London,UK,2024-04-15,3,3880.641,260,Inactive
1867,Marcus Byrd,Los Angeles,USA,2024-01-04,2,3875.889,362,Inactive
1331,Molly Dickson,Paris,France,2024-01-15,2,3869.075,351,Inactive
2397,Jason Smith,Melbourne,Australia,2023-09-08,3,3854.1725,480,Inactive
1030,Craig Turner,Manchester,UK,2024-09-09,6,3852.097,113,Inactive
187,Justin Riley,Sydney,Australia,2023-11-02,2,3849.7915,425,Inactive
2104,Jonathan Rodgers,Sydney,Australia,2024-05-28,3,3849.351,217,Inactive
2146,Amanda Swanson,Paris,France,2024-02-01,4,3841.029,334,Inactive
986,Daniel Price,Munich,Germany,2024-08-04,2,3833.9880000000003,149,Inactive
2148,Phillip Lewis,New York,USA,2023-05-20,1,3833.014,591,Inactive
1131,Sharon Anderson,Manchester,UK,2024-08-02,4,3827.448,151,Inactive
938,Paul Cannon,Paris,France,2024-09-07,3,3826.033,115,Inactive
1894,Lynn Ross MD,Toronto,Canada,2024-05-06,4,3824.7605,239,Inactive
2102,Rodney Carter,Singapore,Singapore,2023-11-28,3,3821.4835000000003,399,Inactive
1531,Matthew Gray,Berlin,Germany,2023-04-04,3,3819.3250000000003,637,Inactive
1400,Jennifer Turner,Singapore,Singapore,2023-12-12,2,3814.5305000000003,385,Inactive
164,Larry Garcia,Chicago,USA,2023-07-30,2,3811.8030000000003,520,Inactive
2056,Omar Hernandez,Berlin,Germany,2024-09-28,3,3796.6765,94,Inactive
2330,Mark Dennis,Paris,France,2024-07-14,3,3794.454,170,Inactive
960,Shane Anderson,London,UK,2023-06-20,3,3780.011,560,Inactive
1313,Paula Shepherd,Manchester,UK,2024-04-09,3,3779.206,266,Inactive
992,William Sutton,Melbourne,Australia,2024-07-19,5,3773.5570000000002,165,Inactive
2369,Kevin Jennings,Los Angeles,USA,2024-08-16,3,3772.784,137,Inactive
239,Michael Cooper,Munich,Germany,2023-06-03,2,3762.0805,577,Inactive
1920,Richard Neal,Melbourne,Australia,2024-03-22,2,3753.183,284,Inactive
2037,Debra Johnson,Toronto,Canada,2024-01-19,3,3742.58,347,Inactive
1173,Martin Chapman MD,,Australia,2024-07-05,5,3742.343,179,Inactive
705,Lisa Brown,New York,USA,2022-12-14,3,3741.678,748,Inactive
671,Kimberly Gibson,New York,USA,2024-02-19,3,3734.38,316,Inactive
1672,Heidi Moran,Berlin,Germany,2024-01-20,2,3720.0445,346,Inactive
1489,Matthew Sanchez,New York,USA,2023-12-01,3,3712.0,396,Inactive
685,Andrew Mitchell,Munich,Germany,2024-04-28,2,3693.6085,247,Inactive
1462,James Hendricks,Paris,France,2024-05-01,4,3690.109,244,Inactive
1781,William Baker,Bangkok,Thailand,2022-11-03,3,3686.4784999999997,789,Inactive
111,David Davis,Vancouver,Canada,2024-08-23,1,3685.0645,130,Inactive
2130,Ashley Roach,Vancouver,Canada,2024-04-27,3,3678.482,248,Inactive
1398,Richard Johnston,Chicago,USA,2024-06-15,4,3674.601,199,Inactive
1233,Cole Evans,Vancouver,Canada,2024-08-08,4,3669.6014999999998,145,Inactive
270,Thomas Douglas,Sydney,Australia,2022-02-25,2,3663.5550000000003,1040,Inactive
1679,James Walsh,Paris,France,2024-07-27,2,3654.5115,157,Inactive
1633,Carl Hunter,London,UK,2023-12-08,3,3651.346,389,Inactive
790,Blake Wu,Manchester,UK,2024-07-24,3,3650.9525,160,Inactive
1507,Jessica Scott,Bangkok,Thailand,2024-04-19,4,3644.2025,256,Inactive
286,Joshua Ruiz,London,UK,2022-09-08,2,3643.4415,845,Inactive
60,Stephanie Gilbert,New York,USA,2024-08-22,1,3627.5,131,Inactive
495,Jeffrey Jordan,Los Angeles,USA,2023-04-25,3,3625.924,616,Inactive
2453,Brian Kent,Chicago,USA,2023-06-23,2,3598.8534999999997,557,Inactive
820,Julian Ponce,Manchester,UK,2023-06-02,2,3591.3145,578,Inactive
1744,Daniel Anderson,Chicago,USA,2024-06-13,3,3581.8810000000003,201,Inactive
2178,Shane Short,Los Angeles,USA,2024-06-06,5,3581.0785,208,Inactive
58,Lisa Alvarado,Bangkok,Thailand,2024-09-25,2,3574.3410000000003,97,Inactive
1762,Thomas Austin,Chicago,USA,2024-10-01,3,3571.877,91,Inactive
1514,Elizabeth Johnson,Berlin,Germany,2023-06-13,1,3570.1099999999997,567,Inactive
430,Rachael Howard DDS,Melbourne,Australia,2024-03-15,3,3568.853,291,Inactive
1721,Abigail Clayton,Mumbai,India,2024-07-01,7,3563.901,183,Inactive
101,Jennifer Jones,Toronto,Canada,2024-08-08,3,3562.132,145,Inactive
703,Christina Mills,Toronto,Canada,2024-08-26,5,3550.5985,127,Inactive
1384,Kelly Hodges,Chicago,USA,2024-07-08,3,3548.9210000000003,176,Inactive
1715,John Williams,Munich,Germany,2024-07-25,3,3533.7955,159,Inactive
862,Judith Miller,Berlin,Germany,2024-06-07,3,3530.678,207,Inactive
2246,Roy Fowler,Melbourne,Australia,2023-05-23,3,3522.18,588,Inactive
1412,Jonathan Sloan,Berlin,Germany,2022-08-23,2,3514.562,861,Inactive
2167,Glenn Ward,New York,USA,2024-07-30,4,3512.484,154,Inactive
1852,Maurice Anderson,Sydney,Australia,2024-06-03,1,3486.645,211,Inactive
2099,Mariah Perry,Manchester,UK,2023-07-23,1,3481.66,527,Inactive
122,Richard Adams,Munich,Germany,2023-10-06,2,3466.4700000000003,452,Inactive
105,Brad Allen,Melbourne,Australia,2024-05-21,4,3462.121,224,Inactive
969,Valerie Sanders,Berlin,Germany,2023-07-31,3,3460.668,519,Inactive
1926,Sandra Sanders,London,UK,2024-02-24,3,3460.363,311,Inactive
2320,Alfred Leonard,Melbourne,Australia,2024-02-16,1,3451.558,319,Inactive
597,Kim Goodwin,London,UK,2024-05-12,4,3451.3925,233,Inactive
1315,Heather Atkinson,Singapore,Singapore,2023-01-18,3,3445.5205,713,Inactive
2108,Kimberly Escobar,Toronto,Canada,2024-09-25,4,3444.1915,97,Inactive
248,Kayla Rodriguez,Chicago,USA,2024-07-11,3,3440.5384999999997,173,Inactive
1243,Robert Byrd,Melbourne,Australia,2024-05-23,2,3436.3885,222,Inactive
791,Angela Schultz,Vancouver,Canada,2023-06-09,1,3435.015,571,Inactive
615,Jordan Powell,Melbourne,Australia,2022-12-27,1,3432.795,735,Inactive
645,Luke Miller,New York,USA,2024-05-25,5,3429.9705,220,Inactive
923,Karen Dickerson,Sydney,Australia,2024-08-15,2,3418.035,138,Inactive
12,Jennifer Rocha,Chicago,USA,2023-12-13,3,3413.9665,384,Inactive
167,Bradley Reynolds,Berlin,Germany,2024-09-12,2,3412.0975000000003,110,Inactive
531,Richard Love,Chicago,USA,2023-01-22,2,3387.017,709,Inactive
1790,Michael Robinson,Mumbai,India,2022-12-09,2,3377.1295,753,Inactive
2294,Eric Fowler,London,UK,2023-06-20,2,3373.756,560,Inactive
1875,Tommy Ball,Bangkok,Thailand,2022-11-14,3,3368.5675,778,Inactive
540,Mary Butler,Toronto,Canada,2023-07-06,3,3366.091,544,Inactive
991,Maria Miller,Chicago,USA,2024-08-25,2,3360.9895,128,Inactive
2216,Richard Weiss,Mumbai,India,2023-11-27,1,3360.078,400,Inactive
1634,Raymond Turner,Bangkok,Thailand,2023-06-03,1,3357.926,577,Inactive
2418,Cathy Barnes,Sydney,Australia,2023-11-24,2,3354.6925,403,Inactive
235,Michelle Ho,New York,USA,2024-02-19,2,3350.727,316,Inactive
437,Anthony Guzman,Singapore,Singapore,2024-07-29,3,3348.264,155,Inactive
866,Grant Lucas,Paris,France,2023-08-16,3,3341.195,503,Inactive
551,Joshua Davis,Chicago,USA,2024-03-09,3,3337.1485000000002,297,Inactive
2226,Jennifer Hernandez,Toronto,Canada,2024-06-07,2,3328.972,207,Inactive
964,Carolyn Bradley,London,UK,2022-04-05,2,3319.714,1001,Inactive
1774,Jamie Stone,Berlin,Germany,2024-08-17,3,3317.644,136,Inactive
416,Samuel Howe,London,UK,2023-11-19,3,3308.7015,408,Inactive
1426,Shane Kennedy,Munich,Germany,2024-07-15,2,3295.4345,169,Inactive
1785,Mr. Jeffrey Ward,New York,USA,2023-06-15,2,3288.295,565,Inactive
1608,Michael Thompson,Sydney,Australia,2023-05-30,2,3283.924,581,Inactive
2339,Holly Ponce,Toronto,Canada,2024-07-12,4,3280.5115,172,Inactive
1242,Diane Nelson,,UK,2024-03-26,2,3278.1924999999997,280,Inactive
1184,Robert Lopez,Melbourne,Australia,2023-10-09,2,3260.224,449,Inactive
2290,Edwin Jackson,Manchester,UK,2023-11-29,2,3250.08,398,Inactive
2214,Richard Riley,Berlin,Germany,2024-03-29,2,3241.62,277,Inactive
1257,Edwin Rodriguez,New York,USA,2023-02-19,1,3235.875,681,Inactive
1419,David Rodriguez,London,UK,2024-07-29,3,3228.1335,155,Inactive
1538,Chloe Freeman,Bangkok,Thailand,2024-01-11,2,3224.6825,355,Inactive
2496,Janet Jarvis,Chicago,USA,2024-09-07,3,3221.01,115,Inactive
1220,Eric Carlson,Bangkok,Thailand,2024-02-01,2,3215.9210000000003,334,Inactive
1077,Timothy Foley,New York,USA,2024-07-19,2,3212.733,165,Inactive
2197,Brooke Lewis,Mumbai,India,2024-05-31,2,3207.25,214,Inactive
1133,William Griffin,Melbourne,Australia,2023-12-07,3,3205.7755,390,Inactive
1367,Tiffany Bell,Manchester,UK,2022-03-25,3,3205.4135,1012,Inactive
1505,Sarah Wallace,Singapore,Singapore,2024-05-11,1,3205.05,234,Inactive
266,Megan Dillon,New York,USA,2024-06-27,3,3203.93,187,Inactive
608,Samantha Ruiz,Los Angeles,USA,2024-07-25,2,3190.6730000000002,159,Inactive
1994,Heather Daniels,Melbourne,Australia,2022-09-19,2,3182.989,834,Inactive
1840,Amy James,Mumbai,India,2024-08-31,3,3175.8685,122,Inactive
1336,Scott Jordan,Munich,Germany,2024-06-04,3,3175.772,210,Inactive
687,Tammy Moore,Mumbai,India,2024-09-10,4,3162.016,112,Inactive
51,Sharon Cochran,Toronto,Canada,2023-07-05,1,3160.7070000000003,545,Inactive
565,Traci Camacho,Singapore,Singapore,2024-04-01,1,3158.2045,274,Inactive
1868,Mark Carter,Singapore,Singapore,2024-03-08,4,3148.25,298,Inactive
2421,Emily Taylor,Melbourne,Australia,2024-02-22,3,3146.4049999999997,313,Inactive
553,Michael Griffin,Los Angeles,USA,2024-05-29,2,3146.401,216,Inactive
2095,Gerald Price,Berlin,Germany,2023-02-20,1,3142.981,680,Inactive
1912,Angela Marshall,Sydney,Australia,2024-02-28,2,3134.909,307,Inactive
1683,Lee Daniel,Bangkok,Thailand,2023-01-15,2,3134.4965,716,Inactive
349,Matthew Williams,Sydney,Australia,2024-04-27,2,3127.172,248,Inactive
633,James Thomas,Munich,Germany,2023-10-27,1,3126.1645,431,Inactive
2370,Jason Reyes,Chicago,USA,2023-03-11,5,3124.31,661,Inactive
2480,Susan Black,Mumbai,India,2024-08-20,2,3124.0745,133,Inactive
999,Michael Melton,New York,USA,2024-08-12,1,3118.401,141,Inactive
2157,Christine Pratt,Munich,Germany,2023-04-19,2,3115.493,622,Inactive
2005,Alicia Martin,New York,USA,2024-09-19,3,3111.403,103,Inactive
1975,Dana Reilly,Melbourne,Australia,2024-09-24,3,3111.3915,98,Inactive
42,Victoria Valdez,Sydney,Australia,2024-01-22,2,3107.957,344,Inactive
1466,Ashley Gilmore,Manchester,UK,2023-07-22,2,3105.777,528,Inactive
822,Nathan Watkins,Singapore,Singapore,2023-10-24,2,3105.688,434,Inactive
2481,Xavier Jones,Singapore,Singapore,2024-07-07,2,3101.609,177,Inactive
1546,Jeffrey Henry,Chicago,USA,2024-08-09,3,3096.06,144,Inactive
2462,Mrs. Jillian Nguyen,New York,USA,2024-09-26,3,3088.6614999999997,96,Inactive
1049,Tina Wu,Singapore,Singapore,2022-11-28,3,3080.129,764,Inactive
1694,Katherine Thompson,,USA,2023-01-28,2,3079.139,703,Inactive
178,Eric Clark,Berlin,Germany,2024-09-20,3,3078.8845,102,Inactive
720,Michael Howard,Paris,France,2024-02-10,3,3072.3399999999997,325,Inactive
2341,Crystal Chavez,Bangkok,Thailand,2024-05-15,3,3071.6020000000003,230,Inactive
2400,Denise French,New York,USA,2024-06-04,3,3069.294,210,Inactive
453,Kenneth Larsen,Sydney,Australia,2024-03-11,2,3068.4165,295,Inactive
1041,Walter Palmer,Manchester,UK,2024-09-28,2,3068.0449999999996,94,Inactive
1430,Alicia Irwin,Chicago,USA,2024-09-22,2,3065.83,100,Inactive
575,Mr. Matthew Miller,Chicago,USA,2024-06-01,3,3065.284,213,Inactive
696,Patricia Anderson,London,UK,2023-08-03,2,3062.1795,516,Inactive
36,Kim Brown,Mumbai,India,2024-08-16,3,3060.8345,137,Inactive
2200,Timothy Patterson,Chicago,USA,2022-06-24,2,3049.766,921,Inactive
2371,Mr. David Rivas,New York,USA,2024-09-21,2,3044.1899999999996,101,Inactive
319,Jennifer Smith,Munich,Germany,2024-02-09,2,3043.89,326,Inactive
2311,Susan Lewis,Bangkok,Thailand,2023-09-09,2,3037.3485,479,Inactive
800,James Turner,Los Angeles,USA,2024-07-23,2,3026.251,161,Inactive
473,Samuel Suarez,Manchester,UK,2024-09-05,3,3016.7720000000004,117,Inactive
78,David Murphy,Chicago,USA,2023-11-16,2,3014.7375,411,Inactive
2084,Patricia Alvarado,Los Angeles,USA,2023-12-27,3,3008.4565000000002,370,Inactive
1361,Mariah Bryant,Toronto,Canada,2024-02-25,2,3007.359,310,Inactive
1424,Steven Thomas,Mumbai,India,2023-12-27,3,2984.5585,370,Inactive
1767,Elizabeth Martinez,London,UK,2024-05-01,2,2973.493,244,Inactive
184,Eric Morgan,Melbourne,Australia,2024-05-06,1,2966.3199999999997,239,Inactive
658,Johnny Peterson,London,UK,2024-09-20,3,2964.629,102,Inactive
2250,Darryl Christensen,Sydney,Australia,2022-07-25,2,2960.5695,890,Inactive
294,Susan Bennett,Chicago,USA,2024-07-12,1,2957.3799999999997,172,Inactive
1931,Michael Lewis,Manchester,UK,2024-08-23,2,2954.08,130,Inactive
2361,Sara Preston,Singapore,Singapore,2023-09-04,4,2951.489,484,Inactive
2458,Paul Moon,Mumbai,India,2024-09-22,2,2949.4959999999996,100,Inactive
363,Melissa Brewer,Berlin,Germany,2023-12-26,2,2948.7219999999998,371,Inactive
512,Charles Holland,Munich,Germany,2024-05-28,2,2948.531,217,Inactive
250,Michelle Lee,Paris,France,2023-09-20,2,2946.6655,468,Inactive
1796,Gregory Park,New York,USA,2024-02-28,2,2946.075,307,Inactive
1776,Michelle Munoz,Melbourne,Australia,2024-09-02,3,2934.6215,120,Inactive
1156,Samuel Olson,Manchester,UK,2023-07-29,1,2929.71,521,Inactive
1092,Jason Hardy,Sydney,Australia,2024-08-22,6,2925.014,131,Inactive
1592,Savannah Townsend,,France,2024-09-15,4,2924.511,107,Inactive
922,Phillip Carroll,Manchester,UK,2024-04-12,3,2923.521,263,Inactive
772,Jennifer Gutierrez,Bangkok,Thailand,2024-08-29,2,2923.1040000000003,124,Inactive
1034,Heather Williams,Manchester,UK,2023-06-20,1,2916.6800000000003,560,Inactive
1278,Cheryl Griffin,Sydney,Australia,2024-03-05,2,2915.958,301,Inactive
1944,Rita Forbes,Melbourne,Australia,2022-11-11,2,2908.8945,781,Inactive
948,Amy Ferguson,Munich,Germany,2024-05-11,1,2908.0989999999997,234,Inactive
56,William Wilson,Manchester,UK,2024-09-20,3,2906.377,102,Inactive
1366,Sarah Lewis,Manchester,UK,2023-11-19,2,2897.6,408,Inactive
2282,Christine Parker,Paris,France,2024-01-27,2,2897.4865,339,Inactive
441,Marie Thompson,Manchester,UK,2023-10-18,4,2896.3650000000002,440,Inactive
347,Karen Morales DDS,Vancouver,Canada,2024-02-18,3,2889.6555,317,Inactive
612,Lisa Craig,Paris,France,2024-07-15,2,2889.317,169,Inactive
2116,Donna Wright,Bangkok,Thailand,2024-05-20,2,2887.19,225,Inactive
588,Jack Love,Paris,France,2023-08-15,2,2885.8590000000004,504,Inactive
1720,Angel Holland,Toronto,Canada,2024-09-11,2,2882.6369999999997,111,Inactive
1917,Jorge Sharp,Singapore,Singapore,2023-10-02,2,2881.2765,456,Inactive
513,Anna Briggs,London,UK,2023-12-20,2,2878.0,377,Inactive
269,Jennifer Reed,London,UK,2024-07-19,4,2875.611,165,Inactive
1436,Mary Torres,Vancouver,Canada,2024-08-03,4,2874.2325,150,Inactive
1271,Joseph Graves,New York,USA,2024-08-08,3,2873.2470000000003,145,Inactive
460,James Nash,Paris,France,2022-06-20,1,2872.957,925,Inactive
1007,Taylor Stein,Munich,Germany,2024-09-08,2,2872.0885000000003,114,Inactive
2312,Gabriel Nash,New York,USA,2024-04-24,1,2871.93,251,Inactive
994,Laura King,Mumbai,India,2024-08-14,2,2870.361,139,Inactive
1864,Susan Davis,New York,USA,2023-10-07,2,2870.1,451,Inactive
2356,Brian Brown,Bangkok,Thailand,2023-12-28,3,2869.1,369,Inactive
649,Gregory Fernandez,Chicago,USA,2023-04-15,4,2861.0344999999998,626,Inactive
1778,Jessica Odonnell,Singapore,Singapore,2024-04-07,3,2860.3155,268,Inactive
1593,Tammie Lee,Chicago,USA,2024-03-24,2,2858.223,282,Inactive
2060,Stephanie Holloway,Manchester,UK,2024-07-14,2,2847.8775,170,Inactive
1239,Mark Cox,Melbourne,Australia,2022-10-23,3,2847.8245,800,Inactive
1346,Christopher Rodriguez,Paris,France,2023-02-10,3,2844.1389999999997,690,Inactive
1011,Jeanette Butler,Melbourne,Australia,2024-05-14,1,2840.5879999999997,231,Inactive
124,Kimberly Gibson,Berlin,Germany,2024-05-26,2,2838.4335,219,Inactive
915,Victoria Dixon,Singapore,Singapore,2024-02-15,3,2837.6335,320,Inactive
1967,Donald Cunningham,Toronto,Canada,2024-05-12,3,2837.6275,233,Inactive
1543,Timothy Bauer,Bangkok,Thailand,2022-11-20,3,2830.423,772,Inactive
1149,Tyler Davis,Vancouver,Canada,2024-09-07,3,2829.3955,115,Inactive
272,David Garcia,Berlin,Germany,2023-06-26,2,2826.14,554,Inactive
314,Kelly Sanchez,Mumbai,India,2024-05-29,2,2811.95,216,Inactive
1403,Wyatt Callahan,Mumbai,India,2024-01-08,1,2804.85,358,Inactive
353,Brent Bowen,London,UK,2024-03-19,3,2800.9655,287,Inactive
13,Kimberly Burgess,Melbourne,Australia,2024-08-04,2,2800.4345,149,Inactive
1439,Michelle Thomas,Sydney,Australia,2024-07-03,3,2799.223,181,Inactive
1155,Miss Megan Compton,Toronto,Canada,2024-02-20,3,2787.429,315,Inactive
408,John Campbell,Mumbai,India,2024-05-05,2,2787.1285,240,Inactive
2149,Deborah Meyer,Berlin,Germany,2024-09-09,3,2783.243,113,Inactive
2380,Timothy Ryan,Singapore,Singapore,2023-05-10,1,2782.0045,601,Inactive
1391,Jason Munoz,New York,USA,2024-08-04,2,2779.145,149,Inactive
684,Joshua Brooks,Sydney,Australia,2024-06-30,3,2772.753,184,Inactive
2031,Kevin Blake,Los Angeles,USA,2024-08-28,3,2770.9320000000002,125,Inactive
1299,Mark Smith,Vancouver,Canada,2023-03-20,3,2763.5075,652,Inactive
674,Brent Hopkins,Paris,France,2024-09-04,2,2760.7855,118,Inactive
1023,Darren Pham,Los Angeles,USA,2024-03-06,4,2755.7554999999998,300,Inactive
1557,Harold Miranda,Los Angeles,USA,2023-12-25,3,2751.195,372,Inactive
406,Courtney Wright,Sydney,Australia,2024-02-10,3,2750.9339999999997,325,Inactive
1886,Jason Davidson,Chicago,USA,2024-01-03,2,2745.022,363,Inactive
1148,Alan Johnson,London,UK,2024-07-04,3,2742.3395,180,Inactive
14,Zachary Hicks,Mumbai,India,2023-05-26,1,2730.2599999999998,585,Inactive
2248,Katherine Simon,Toronto,Canada,2023-03-20,5,2724.4505,652,Inactive
1717,Austin Jones,Mumbai,India,2023-09-22,1,2724.41,466,Inactive
1205,Erik James,Bangkok,Thailand,2024-09-13,2,2718.468,109,Inactive
